1523442862844.0000
9.426373, 2.535366, 2.011955, 1523442862844.0000
9.422479, 2.530959, 2.01586, 1523442862926.9883
9.42923, 2.535922, 2.022032, 1523442863010.1145
9.415396, 2.53958, 2.015486, 1523442863093.3330
9.410316, 2.531963, 2.011739, 1523442863176.6443
9.389795, 2.512149, 2.006068, 1523442863259.9551
9.39796, 2.507878, 2.008088, 1523442863343.2192
9.382423, 2.508432, 2.008919, 1523442863426.5303
9.371519, 2.498816, 2.011231, 1523442863509.6565
9.359967, 2.490725, 2.007693, 1523442863592.8745
9.357927, 2.493151, 2.00678, 1523442863676.2307
9.357095, 2.488564, 2.006835, 1523442863759.5879
9.359641, 2.481845, 2.00728, 1523442863842.9446
9.354676, 2.482074, 2.007201, 1523442863926.1636
9.351649, 2.478334, 2.00642, 1523442864009.2903
9.35532, 2.474726, 2.011147, 1523442864092.2783
9.338662, 2.467141, 2.001654, 1523442864175.1743
9.31898, 2.459801, 1.992985, 1523442864258.0239
9.294339, 2.457353, 1.994344, 1523442864341.0581
9.27396, 2.457365, 1.984173, 1523442864424.1384
9.243862, 2.468349, 1.988461, 1523442864507.4954
9.204019, 2.49526, 1.972321, 1523442864591.1746
9.166442, 2.524592, 1.974133, 1523442864675.0381
9.128119, 2.552751, 1.971113, 1523442864758.9480
9.092958, 2.599525, 1.980948, 1523442864842.8572
9.064201, 2.640181, 1.996649, 1523442864926.6284
9.033798, 2.668348, 2.002769, 1523442865010.1689
9.004993, 2.696573, 2.000862, 1523442865093.5254
8.964634, 2.736796, 1.997597, 1523442865177.0659
8.923814, 2.768324, 1.998532, 1523442865260.6064
8.872665, 2.800908, 1.993306, 1523442865344.0557
8.823187, 2.846079, 1.989032, 1523442865427.1819
8.761742, 2.895714, 1.988112, 1523442865510.2158
8.696421, 2.94014, 1.98863, 1523442865593.0193
8.642339, 2.989489, 1.991441, 1523442865675.8687
8.608922, 3.054196, 2.009192, 1523442865759.3171
8.578546, 3.116978, 2.014234, 1523442865842.7200
8.527067, 3.170092, 2.013674, 1523442865925.8464
8.515414, 3.224332, 2.01188, 1523442866008.8345
8.494007, 3.301503, 2.001162, 1523442866091.5913
8.461241, 3.358204, 2.005427, 1523442866173.9807
8.430664, 3.416668, 2.012398, 1523442866256.1392
8.405842, 3.473501, 2.017638, 1523442866338.0210
8.391925, 3.544225, 2.023505, 1523442866420.2712
8.371807, 3.611494, 2.031471, 1523442866503.0293
8.325677, 3.688528, 2.025117, 1523442866586.1558
8.291209, 3.774411, 2.01673, 1523442866669.4666
8.250794, 3.8515, 2.009913, 1523442866753.0081
8.218164, 3.926582, 2.011071, 1523442866836.9182
8.177681, 4.009736, 2.010917, 1523442866921.1504
8.134441, 4.099658, 2.009312, 1523442867005.3828
8.112474, 4.189581, 2.013771, 1523442867089.4768
8.109414, 4.262838, 2.023533, 1523442867173.2021
8.100991, 4.338662, 2.01185, 1523442867256.6050
8.088182, 4.429106, 1.999494, 1523442867339.5930
8.088918, 4.50839, 2.006704, 1523442867422.2585
8.084727, 4.570849, 2.02609, 1523442867504.6472
8.094549, 4.641418, 2.029178, 1523442867587.0828
8.093436, 4.7185, 2.031207, 1523442867669.7939
8.083509, 4.80437, 2.026404, 1523442867752.7356
8.075425, 4.894767, 2.014557, 1523442867835.8621
8.058612, 4.990436, 2.012629, 1523442867919.0806
8.041848, 5.092932, 1.989214, 1523442868002.4834
8.018049, 5.183022, 1.993375, 1523442868086.0706
8.004514, 5.267017, 2.013882, 1523442868170.0728
7.999969, 5.348937, 2.025214, 1523442868254.3975
8.003369, 5.422287, 2.015904, 1523442868338.5371
8.013203, 5.501162, 2.007992, 1523442868422.4009
8.029556, 5.577639, 2.01295, 1523442868505.9421
8.035344, 5.663592, 2.015687, 1523442868589.0679
8.036908, 5.740995, 2.02224, 1523442868671.7795
8.042494, 5.814025, 2.041359, 1523442868754.2610
8.057534, 5.876975, 2.083634, 1523442868836.7419
8.057029, 5.938136, 2.106489, 1523442868919.2688
8.072161, 5.99738, 2.145646, 1523442869002.0730
8.079999, 6.052248, 2.169394, 1523442869085.1072
8.073684, 6.11984, 2.181306, 1523442869168.2332
8.07067, 6.184708, 2.183127, 1523442869251.4058
8.068536, 6.244634, 2.174121, 1523442869334.6707
8.071713, 6.301733, 2.186887, 1523442869418.2112
8.076025, 6.349998, 2.202139, 1523442869502.0283
8.078115, 6.402576, 2.20979, 1523442869585.7539
8.07995, 6.451554, 2.215081, 1523442869669.5710
8.099251, 6.508636, 2.222041, 1523442869753.3423
