1523438251198
6.761380,0.699352,1.712773,1523438251198
7.968005,6.352431,1.833822,1523438251289
7.986119,6.447490,1.693734,1523438251429
7.973380,6.551947,1.679462,1523438251507
7.956198,6.623907,1.802978,1523438251591
6.656979,0.241373,1.714488,1523438251678
7.994702,6.887095,1.729625,1523438251789
7.958157,7.017822,1.798194,1523438251883
7.917197,7.045571,2.041752,1523438251953
7.958357,7.123244,1.984618,1523438252026
7.365003,9.106223,2.414255,1523438252158
8.777580,8.925043,2.731063,1523438252251
8.690565,9.020284,2.728706,1523438252343
8.660766,9.174571,2.415436,1523438252417
8.466498,9.201721,2.633369,1523438252537
8.560747,9.281949,2.635672,1523438252906
8.508217,9.362378,2.613539,1523438252915
8.471222,9.401325,2.759438,1523438253017
8.447156,9.448609,2.815873,1523438253087
8.489374,9.505726,2.910204,1523438253186
8.503903,9.517917,2.866517,1523438253282
8.478485,9.605322,2.816782,1523438253351
8.402710,9.582878,3.052336,1523438253462
8.553062,9.609748,3.069181,1523438253560
8.623218,9.703074,2.955158,1523438253635
8.663861,9.798553,2.762964,1523438253784
8.703791,9.815981,2.996820,1523438254293
8.705738,9.934828,2.929394,1523438254373
8.669244,10.049178,2.831567,1523438254486
8.701516,10.047808,3.039848,1523438254580
8.576472,10.137155,2.952912,1523438254654
8.621904,10.185618,2.918438,1523438254750
8.533855,10.142794,3.086482,1523438254853
8.598551,10.173398,3.209449,1523438255420
8.493314,10.156001,3.409844,1523438255556
8.588924,10.379048,2.889201,1523438255638
8.490707,10.403048,3.163455,1523438255874
8.511259,10.495297,3.024973,1523438256235
8.495766,10.423177,3.479690,1523438256343
9.339069,10.152081,4.558931,1523438257280
9.366058,10.040247,4.734451,1523438257380
9.120254,10.495018,4.090743,1523438257475
8.584895,10.545110,3.327420,1523438257560
9.003529,10.643754,3.867641,1523438257581
8.685764,10.664474,3.114453,1523438257673
9.079242,10.641758,3.922558,1523438257687
8.647023,10.812244,2.900364,1523438257753
9.226267,10.217989,4.586636,1523438257779
9.270432,10.310715,4.592748,1523438257881
9.064521,10.529396,4.127669,1523438257986
6.176906,11.122167,2.867351,1523438258002
9.193473,10.198354,4.721601,1523438258089
9.044866,10.342296,4.570947,1523438258183
8.722730,10.890928,3.175761,1523438258250
8.778320,10.688028,3.962300,1523438258293
8.275273,11.490222,3.175761,1523438258333
8.622038,11.028009,3.187322,1523438258403
8.879635,10.302488,4.670257,1523438258486
