1523464351809.0000
9.287849, 2.379512, 2.063891, 1523464351809.0000
9.287046, 2.378065, 2.061133, 1523464351892.3538
9.2925, 2.383418, 2.064849, 1523464351975.6616
9.290638, 2.380794, 2.070431, 1523464352058.9695
9.286065, 2.377084, 2.064242, 1523464352142.2773
9.28877, 2.382669, 2.066034, 1523464352225.5852
9.291396, 2.394344, 2.064723, 1523464352308.9392
9.282754, 2.398148, 2.060171, 1523464352392.2932
9.274837, 2.42177, 2.049606, 1523464352475.5549
9.262235, 2.438803, 2.050467, 1523464352558.6785
9.251335, 2.44219, 2.060898, 1523464352641.6636
9.232358, 2.437263, 2.056597, 1523464352724.6489
9.214487, 2.443705, 2.057593, 1523464352807.7261
9.189801, 2.450312, 2.05337, 1523464352890.9419
9.166072, 2.456262, 2.06431, 1523464352974.2959
9.146649, 2.465279, 2.05298, 1523464353057.8340
9.137454, 2.499355, 2.045097, 1523464353141.5564
9.125134, 2.553922, 2.034644, 1523464353225.3711
9.110089, 2.619823, 2.01791, 1523464353309.2778
9.115053, 2.69734, 2.010354, 1523464353393.1846
9.116367, 2.775735, 1.989583, 1523464353476.9534
9.131756, 2.873385, 1.970497, 1523464353560.6301
9.160629, 2.966886, 1.968777, 1523464353644.1223
9.170382, 3.052554, 1.986099, 1523464353727.1074
9.161786, 3.122516, 2.005991, 1523464353809.7705
9.150426, 3.18846, 2.006695, 1523464353892.5256
9.128322, 3.256444, 2.015116, 1523464353975.6492
9.112756, 3.32997, 2.017208, 1523464354058.9114
9.07583, 3.414969, 1.992643, 1523464354142.1272
9.054511, 3.492657, 2.015213, 1523464354225.5271
9.033382, 3.572482, 2.022726, 1523464354309.3879
9.032572, 3.660891, 2.053792, 1523464354393.4333
9.015972, 3.749859, 2.042408, 1523464354477.3401
9.007502, 3.832868, 2.046731, 1523464354560.8323
8.99469, 3.92782, 2.037139, 1523464354643.9099
8.986333, 4.042134, 2.028445, 1523464354726.9875
8.996721, 4.164078, 2.000941, 1523464354810.0190
9.010636, 4.267362, 2.015906, 1523464354892.8198
9.003733, 4.374993, 2.036117, 1523464354975.3906
8.985223, 4.486989, 2.034531, 1523464355058.0535
8.963574, 4.597545, 2.033846, 1523464355140.9470
8.942299, 4.71403, 2.016007, 1523464355224.2544
8.916317, 4.830229, 2.009719, 1523464355307.7004
8.869933, 4.956105, 2.005466, 1523464355391.0544
8.827235, 5.093035, 2.022012, 1523464355474.4080
8.818681, 5.225702, 2.03854, 1523464355558.1765
8.830615, 5.345422, 2.033098, 1523464355642.2217
8.831182, 5.469414, 2.03137, 1523464355725.8982
8.812528, 5.596543, 2.020882, 1523464355808.9294
8.798595, 5.712203, 2.04953, 1523464355891.8225
8.813992, 5.813394, 2.098374, 1523464355975.0386
8.834905, 5.904737, 2.130501, 1523464356058.3003
8.827354, 5.998407, 2.165298, 1523464356141.2395
8.785173, 6.087295, 2.190661, 1523464356223.9482
8.757639, 6.180081, 2.203709, 1523464356306.8875
8.737805, 6.263883, 2.211927, 1523464356390.1953
8.734347, 6.331741, 2.229385, 1523464356474.1021
8.721541, 6.400632, 2.243437, 1523464356558.1013
8.682733, 6.499981, 2.237043, 1523464356641.6396
8.640942, 6.609511, 2.216928, 1523464356724.8096
8.622217, 6.717598, 2.19872, 1523464356808.1174
8.621706, 6.817917, 2.243688, 1523464356891.5178
8.623027, 6.897739, 2.298153, 1523464356974.6416
8.598864, 6.978211, 2.329638, 1523464357057.4426
8.57472, 7.068357, 2.368385, 1523464357140.0134
8.554726, 7.147037, 2.389089, 1523464357222.8145
8.538258, 7.211806, 2.41335, 1523464357305.7998
8.527945, 7.263525, 2.45671, 1523464357389.1997
8.52281, 7.325752, 2.495936, 1523464357473.0608
8.521954, 7.393125, 2.532288, 1523464357557.1060
8.512577, 7.458385, 2.54636, 1523464357640.9668
8.496772, 7.521285, 2.560122, 1523464357724.4131
8.474656, 7.589966, 2.580554, 1523464357807.3987
8.445951, 7.643445, 2.629275, 1523464357890.0615
8.42932, 7.69339, 2.673395, 1523464357972.7705
8.414535, 7.756789, 2.703175, 1523464358055.4336
8.389127, 7.824924, 2.730717, 1523464358138.2346
8.366787, 7.880041, 2.752345, 1523464358221.2661
8.353533, 7.939203, 2.756562, 1523464358304.7124
8.34051, 8.000348, 2.780737, 1523464358388.4351
8.317414, 8.060918, 2.818867, 1523464358472.2498
8.291424, 8.115071, 2.853884, 1523464358556.1106
8.282301, 8.173412, 2.89419, 1523464358640.0176
8.261392, 8.228212, 2.926023, 1523464358723.7861
8.248249, 8.284337, 2.946122, 1523464358807.4167
8.228828, 8.339428, 2.961616, 1523464358890.5867
8.201032, 8.379812, 3.018736, 1523464358973.5259
8.194809, 8.417486, 3.069674, 1523464359056.4653
8.194193, 8.469013, 3.09821, 1523464359139.4966
8.173788, 8.531475, 3.127882, 1523464359222.4363
8.144803, 8.594995, 3.137898, 1523464359305.3296
8.120175, 8.663567, 3.130621, 1523464359388.4072
8.101117, 8.737244, 3.141093, 1523464359471.6689
8.082669, 8.796952, 3.196241, 1523464359555.0691
8.071828, 8.854268, 3.230818, 1523464359638.8840
8.063404, 8.915195, 3.279886, 1523464359722.8372
8.063889, 8.962995, 3.295582, 1523464359806.6060
8.043918, 9.025982, 3.315151, 1523464359890.0520
8.0163, 9.106405, 3.324349, 1523464359973.2217
7.99914, 9.15589, 3.357209, 1523464360056.2996
8.003635, 9.20806, 3.409765, 1523464360139.4695
7.998548, 9.264338, 3.455319, 1523464360222.3625
7.985112, 9.321897, 3.486865, 1523464360305.1638
7.967701, 9.378394, 3.51481, 1523464360388.0574
7.953646, 9.442838, 3.519921, 1523464360471.0427
7.948657, 9.506698, 3.540705, 1523464360554.1665
7.946092, 9.568035, 3.583714, 1523464360637.5208
7.945722, 9.630395, 3.612093, 1523464360721.1052
7.955899, 9.682163, 3.646953, 1523464360804.7817
7.957947, 9.725334, 3.671526, 1523464360888.2280
7.955198, 9.782455, 3.685578, 1523464360971.4438
7.954463, 9.83141, 3.708861, 1523464361054.3833
7.954126, 9.884871, 3.752027, 1523464361137.1846
7.958083, 9.931892, 3.798452, 1523464361219.8940
